sma_fast,sma_slow,sma_trend,sl_pct,tp_pct,position_size,trailing_stop_pct,total_return
18,100,300,9,20,0.06619225123472622,9.263890094699116,217.5175559920728
24,95,300,10,20,0.06619225123472622,9.263890094699116,217.44274416829873
24,95,300,9,20,0.06619225123472622,9.263890094699116,217.44274416829873
22,100,300,9,15,0.06619225123472622,9.263890094699116,216.3752665713863
22,100,300,10,15,0.06619225123472622,9.263890094699116,216.3752665713863
18,100,300,8,25,0.06619225123472622,9.263890094699116,215.73689908492196
18,100,300,8,20,0.06619225123472622,9.263890094699116,214.15370357825205
16,105,300,10,15,0.06619225123472622,9.263890094699116,213.44641644801106
16,105,300,9,15,0.06619225123472622,9.263890094699116,213.44641644801106
16,105,300,8,15,0.06619225123472622,9.263890094699116,211.45246965238383
22,100,300,8,15,0.06619225123472622,9.263890094699116,211.14219122600073
24,95,300,8,20,0.06619225123472622,9.263890094699116,210.43037524378707
24,90,300,10,20,0.06619225123472622,9.263890094699116,210.13930967396612
24,90,300,9,20,0.06619225123472622,9.263890094699116,210.13930967396612
22,90,300,9,15,0.06619225123472622,9.263890094699116,209.76726124762166
22,90,300,10,15,0.06619225123472622,9.263890094699116,209.76726124762166
24,95,300,9,25,0.06619225123472622,9.263890094699116,207.8588642880765
24,95,300,10,25,0.06619225123472622,9.263890094699116,207.8588642880765
20,95,300,10,20,0.06619225123472622,9.263890094699116,206.42073893379873
20,95,300,9,20,0.06619225123472622,9.263890094699116,206.42073893379873
22,90,300,8,15,0.06619225123472622,9.263890094699116,204.87246232917815
24,90,300,8,20,0.06619225123472622,9.263890094699116,204.03639831220738
22,95,300,10,20,0.06619225123472622,9.263890094699116,203.87527203536067
22,95,300,9,20,0.06619225123472622,9.263890094699116,203.87527203536067
20,95,300,8,20,0.06619225123472622,9.263890094699116,201.82593165733886
22,95,300,10,25,0.06619225123472622,9.263890094699116,201.56311981863183
22,95,300,9,25,0.06619225123472622,9.263890094699116,201.56311981863183
24,95,300,8,25,0.06619225123472622,9.263890094699116,200.84649536356488
16,105,300,10,25,0.06619225123472622,9.263890094699116,200.56392124764932
16,105,300,9,25,0.06619225123472622,9.263890094699116,200.56392124764932
16,100,300,9,15,0.06619225123472622,9.263890094699116,200.49149337606053
16,100,300,10,15,0.06619225123472622,9.263890094699116,200.49149337606053
16,100,300,8,15,0.06619225123472622,9.263890094699116,199.69021809997548
20,95,300,9,25,0.06619225123472622,9.263890094699116,199.4286818469286
20,95,300,10,25,0.06619225123472622,9.263890094699116,199.4286818469286
16,105,300,9,20,0.06619225123472622,9.263890094699116,199.00984797525516
16,105,300,10,20,0.06619225123472622,9.263890094699116,199.00984797525516
22,95,300,8,20,0.06619225123472622,9.263890094699116,198.73541312062463
16,105,300,8,25,0.06619225123472622,9.263890094699116,198.56997445202208
24,90,300,9,25,0.06619225123472622,9.263890094699116,198.00175663445467
24,90,300,10,25,0.06619225123472622,9.263890094699116,198.00175663445467
16,105,300,8,20,0.06619225123472622,9.263890094699116,197.01590117962795
22,95,300,8,25,0.06619225123472622,9.263890094699116,196.4232609038958
18,90,300,9,25,0.06619225123472622,9.263890094699116,196.3853746072446
18,90,300,10,25,0.06619225123472622,9.263890094699116,196.3853746072446
20,110,300,9,15,0.06619225123472622,9.263890094699116,196.13424719987782
20,110,300,10,15,0.06619225123472622,9.263890094699116,196.13424719987782
24,95,300,10,15,0.06619225123472622,9.263890094699116,195.39077611687304
24,95,300,9,15,0.06619225123472622,9.263890094699116,195.39077611687304
20,95,300,8,25,0.06619225123472622,9.263890094699116,194.83387457046874
20,95,300,9,15,0.06619225123472622,9.263890094699116,194.70878870460092
20,95,300,10,15,0.06619225123472622,9.263890094699116,194.70878870460092
20,110,300,8,15,0.06619225123472622,9.263890094699116,194.63847724649543
18,90,300,10,20,0.06619225123472622,9.263890094699116,193.54220616210313
18,90,300,9,20,0.06619225123472622,9.263890094699116,193.54220616210313
20,110,300,10,20,0.06619225123472622,9.263890094699116,192.83241451400738
20,110,300,9,20,0.06619225123472622,9.263890094699116,192.83241451400738
18,90,300,10,15,0.06619225123472622,9.263890094699116,192.0528488091066
18,90,300,9,15,0.06619225123472622,9.263890094699116,192.0528488091066
24,90,300,8,25,0.06619225123472622,9.263890094699116,191.89884527269592
18,95,300,9,20,0.06619225123472622,9.263890094699116,191.82053541016828
18,95,300,10,20,0.06619225123472622,9.263890094699116,191.82053541016828
16,100,300,10,25,0.06619225123472622,9.263890094699116,191.59166616791617
16,100,300,9,25,0.06619225123472622,9.263890094699116,191.59166616791617
20,110,300,8,20,0.06619225123472622,9.263890094699116,191.33664456062496
16,100,300,8,25,0.06619225123472622,9.263890094699116,190.79039089183112
18,90,300,8,25,0.06619225123472622,9.263890094699116,190.7063740683651
18,95,300,9,25,0.06619225123472622,9.263890094699116,190.50607537104037
18,95,300,10,25,0.06619225123472622,9.263890094699116,190.50607537104037
20,95,300,8,15,0.06619225123472622,9.263890094699116,190.11398142814107
16,100,300,10,20,0.06619225123472622,9.263890094699116,189.0136640256086
16,100,300,9,20,0.06619225123472622,9.263890094699116,189.0136640256086
24,95,300,8,15,0.06619225123472622,9.263890094699116,188.3784071923614
16,100,300,8,20,0.06619225123472622,9.263890094699116,188.21238874952348
22,95,300,9,15,0.06619225123472622,9.263890094699116,188.14203309517006
22,95,300,10,15,0.06619225123472622,9.263890094699116,188.14203309517006
18,90,300,8,20,0.06619225123472622,9.263890094699116,187.86320562322365
18,95,300,8,20,0.06619225123472622,9.263890094699116,187.5537647902588
20,90,300,10,20,0.06619225123472622,9.263890094699116,187.189216898499
20,90,300,9,20,0.06619225123472622,9.263890094699116,187.189216898499
18,90,300,8,15,0.06619225123472622,9.263890094699116,186.37384827022709
18,95,300,8,25,0.06619225123472622,9.263890094699116,186.23930475113087
22,95,300,8,15,0.06619225123472622,9.263890094699116,183.002174180434
20,110,300,10,25,0.06619225123472622,9.263890094699116,182.44327390901475
20,110,300,9,25,0.06619225123472622,9.263890094699116,182.44327390901475
24,90,300,10,15,0.06619225123472622,9.263890094699116,182.22171653757397
24,90,300,9,15,0.06619225123472622,9.263890094699116,182.22171653757397
20,90,300,8,20,0.06619225123472622,9.263890094699116,182.13903863230706
16,90,300,9,25,0.06619225123472622,9.263890094699116,181.6889022951271
16,90,300,10,25,0.06619225123472622,9.263890094699116,181.4759369264466
20,110,300,8,25,0.06619225123472622,9.263890094699116,180.94750395563233
20,90,300,10,25,0.06619225123472622,9.263890094699116,180.82435539213088
20,90,300,9,25,0.06619225123472622,9.263890094699116,180.82435539213088
16,90,300,8,25,0.06619225123472622,9.263890094699116,179.36668377651284
18,95,300,10,15,0.06619225123472622,9.263890094699116,177.05931987701467
18,95,300,9,15,0.06619225123472622,9.263890094699116,177.05931987701467
24,90,300,8,15,0.06619225123472622,9.263890094699116,176.11880517581523
20,90,300,8,25,0.06619225123472622,9.263890094699116,175.77417712593893
16,110,300,10,15,0.06619225123472622,9.263890094699116,175.24060746416183
16,110,300,9,15,0.06619225123472622,9.263890094699116,175.24060746416183
16,90,300,9,20,0.06619225123472622,9.263890094699116,174.52645847658093
16,90,300,10,20,0.06619225123472622,9.263890094699116,174.31349310790043
18,95,300,8,15,0.06619225123472622,9.263890094699116,172.79254925710518
16,90,300,9,15,0.06619225123472622,9.263890094699116,172.7638342865323
16,110,300,8,15,0.06619225123472622,9.263890094699116,172.5737500526214
16,90,300,10,15,0.06619225123472622,9.263890094699116,172.5508689178518
16,90,300,8,20,0.06619225123472622,9.263890094699116,172.20423995796665
16,95,300,10,25,0.06619225123472622,9.263890094699116,170.99847711543313
16,95,300,9,25,0.06619225123472622,9.263890094699116,170.99847711543313
16,90,300,8,15,0.06619225123472622,9.263890094699116,170.441615767918
16,95,300,8,25,0.06619225123472622,9.263890094699116,167.97132670610634
20,90,300,9,15,0.06619225123472622,9.263890094699116,167.86697113360674
20,90,300,10,15,0.06619225123472622,9.263890094699116,167.86697113360674
16,95,300,9,15,0.06619225123472622,9.263890094699116,167.0523569098375
16,95,300,10,15,0.06619225123472622,9.263890094699116,167.0523569098375
16,95,300,10,20,0.06619225123472622,9.263890094699116,166.7054163717407
16,95,300,9,20,0.06619225123472622,9.263890094699116,166.7054163717407
16,95,300,8,15,0.06619225123472622,9.263890094699116,164.02520650051062
16,95,300,8,20,0.06619225123472622,9.263890094699116,163.67826596241383
16,110,300,10,20,0.06619225123472622,9.263890094699116,163.0364289536606
16,110,300,9,20,0.06619225123472622,9.263890094699116,163.0364289536606
20,90,300,8,15,0.06619225123472622,9.263890094699116,162.8167928674148
16,110,300,9,25,0.06619225123472622,9.263890094699116,161.9627876982444
16,110,300,10,25,0.06619225123472622,9.263890094699116,161.9627876982444
16,110,300,8,20,0.06619225123472622,9.263890094699116,160.3695715421201
16,110,300,8,25,0.06619225123472622,9.263890094699116,159.29593028670394
18,110,300,9,15,0.06619225123472622,9.263890094699116,155.3846576633839
18,110,300,10,15,0.06619225123472622,9.263890094699116,155.3846576633839
18,110,300,8,15,0.06619225123472622,9.263890094699116,152.99887789192914
18,110,300,10,20,0.06619225123472622,9.263890094699116,150.70734083957223
18,110,300,9,20,0.06619225123472622,9.263890094699116,150.70734083957223
18,110,300,8,20,0.06619225123472622,9.263890094699116,148.3215610681175
18,110,300,9,25,0.06619225123472622,9.263890094699116,148.06956481592306
18,110,300,10,25,0.06619225123472622,9.263890094699116,148.06956481592306
18,110,300,8,25,0.06619225123472622,9.263890094699116,145.68378504446832
